,pcv,user_fei,protocol_equity,valid,cr,eth_usd
13705271,994210555.373702,401800795.93418306,592409759.439519,True,2.4743867245513336,4284.88997323
13706622,991398773.8970424,385343750.14146334,606055023.755579,True,2.572764638152534,4354.74
13707972,1008444017.3816849,414520201.48509544,593923815.8965895,True,2.432798241843817,4295.56109251
13709323,1008206885.08143,408873651.76327527,599333233.3181547,True,2.465815248142107,4321.44640229
13710673,1025820045.0205158,407763292.5935668,618056752.426949,True,2.5157243519783665,4414.54780617
13712024,1044602967.2763187,420316593.16129833,624286374.1150203,True,2.485276537430079,4444.97189571
13713374,1070182937.0745634,457758490.5218748,612424446.5526887,True,2.337876760853708,4389.39
13714724,1075898240.043563,416457156.26949924,659441083.7740636,True,2.5834548016442866,4622.06969801
13716075,1113562201.5789456,466492213.4336717,647069988.1452738,True,2.3870970822480357,4567.78679401
13717425,1127814236.835667,462957396.3733353,664856840.4623317,True,2.4361080429227697,4649.3379305
13718776,1115954079.7317848,431820504.19219595,684133575.5395889,True,2.5843008122539097,4741.2551371
13720126,1127185576.386363,447687824.1133351,679497752.2730278,True,2.5177936849607256,4719.05
13721477,1120286398.5734532,447597426.4592446,672688972.1142086,True,2.5028883821687016,4686.8144844
13722827,1115062409.5472043,452187639.9357882,662874769.6114162,True,2.465928546179515,4640.94792087
13724178,1107614832.461903,457183516.3422441,650431316.1196591,True,2.422691966944738,4582.75763409
13725528,1088340513.849852,447093811.24596786,641246702.6038841,True,2.4342553765547508,4537.59727204
13726879,1103370065.714274,458627952.7080117,644742113.0062623,True,2.405806404078343,4556.07198643
13728229,1110995433.3529687,471972799.54471135,639022633.8082575,True,2.3539395372459824,4529.59
13729580,1220995337.9887116,377745283.39677435,843250054.5919373,True,3.2323245098105122,4535.66
13730930,1221327138.5415227,383638207.39473253,837688931.1467903,True,3.183538852492021,4511.75
13732281,1207699077.2635827,358273303.5375855,849425773.7259972,True,3.3708877143197085,4565.47
13733631,1211849803.2095454,351984081.4854029,859865721.7241426,True,3.442910821692378,4615.49596056
13734982,1202467887.5602067,401120686.6099334,801347200.9502733,True,2.9977708148708295,4348.53864962
13736332,1181673683.7185488,406113347.3130607,775560336.405488,True,2.909713978958765,4233.10881469
13737682,1149564834.7116656,406062243.53136075,743502591.1803049,True,2.831006460276534,4092.47827305
13739033,1088637699.2938685,382951680.3198379,705686018.9740306,True,2.8427547266136757,3934.64598811
13740383,1071997118.330286,357657498.1685952,714339620.161691,True,2.9972728764796095,3974.91
13741734,1101019557.5891085,354426082.8922109,746593474.6968975,True,3.106485698243472,4127.03837382
13743084,1123901919.5699155,382126727.56035966,741775192.0095558,True,2.9411758940426043,4105.1173641
13744435,1132897285.501559,368558357.2256437,764338928.2759153,True,3.073861339163615,4210.14093248
13745785,1149174047.2803366,383343740.5395034,765830306.7408332,True,2.9977639537377936,4218.61858241
13747136,1124413985.7207608,380321852.9294595,744092132.7913014,True,2.956480089324008,4123.47323818
13748486,1143109683.0202432,397259564.6762777,745850118.3439655,True,2.877488132857796,4132.46835728
13749837,1146878509.2486382,394719575.0306532,752158934.2179849,True,2.9055526550958963,4161.22
13751187,1150306561.714308,415404488.5076587,734902073.2066494,True,2.769124055078909,4086.14603807
13752538,1088204758.3619902,358096754.497236,730108003.8647541,True,3.0388568025136613,4067.61316371
13753888,1087007148.7236636,332939248.6753223,754067900.0483413,True,3.264881365139674,4177.01673845
13755239,1103483405.4499342,318580041.23843354,784903364.2115006,True,3.463755611181112,4330.28
13756589,1122566930.4027576,334143991.7749061,788422938.6278516,True,3.3595304959395094,4347.45318708
13757940,1153215037.101469,354221046.75722945,798993990.3442395,True,3.2556366925645777,4399.02
13759290,1148856553.8051775,346949361.6684329,801907192.1367444,True,3.311309028731111,4414.0085802
13760640,1163940011.5485935,382640054.93259376,781299956.6159998,True,3.041866622545918,4317.76928112
13761991,1152240373.7636666,368813803.0613918,783426570.7022749,True,3.124179095791238,4327.46
13763341,1143840587.3988369,354680306.15134335,789160281.2474934,True,3.224990414073783,4354.73890539
13764692,1170238013.760306,400817365.22258914,769420648.5377166,True,2.9196290263283085,4265.84204425
13766042,1164207675.3941524,364455228.4304561,799752446.9636962,True,3.1943777577505705,4402.99449931
13767393,1165451035.4257414,361400018.330209,804051017.0955324,True,3.224822845362658,4421.84934429
13768743,1196700809.4854481,398024207.3229187,798676602.1625295,True,3.006603084607263,4399.60286001
13770094,1188124587.322836,402671613.50295717,785452973.8198786,True,2.95060428269824,4339.77
13771444,1192909303.9171882,414875086.0493872,778034217.867801,True,2.8753457221945182,4304.19151344
13772795,1169059208.8884065,429638933.63957566,739420275.2488309,True,2.7210271634021206,4133.75
13774145,1140928944.3318017,403210025.61284626,737718918.7189554,True,2.829614523095459,4125.8264165
13775496,1154273105.3820736,414436406.9597656,739836698.422308,True,2.7851633833273075,4135.94998562
13776846,1133435256.255493,397494210.89825237,735941045.3572407,True,2.851450977598316,4120.34888922
13778197,1134862766.983667,408305817.01417637,726556949.9694906,True,2.779443053940778,4077.97363247
13779547,1125728365.165216,412188019.6055081,713540345.5597076,True,2.731104038983507,4022.5506071
13780898,1101905353.2630792,400034231.70432204,701871121.5587572,True,2.7545276527173113,3970.22651976
13782248,1100076286.853813,384163349.7503661,715912937.1034467,True,2.8635638656541693,4034.07977267
13783599,1098328817.7257948,386476820.7134174,711851997.0123776,True,2.841900882175374,4016.0358281
13784949,1093120445.6944168,366516290.6268445,726604155.0675722,True,2.9824607354420114,4083.76257471
13786299,1079411288.3518748,368820103.9219772,710591184.4298977,True,2.9266606588783484,4009.59
13787650,1078228961.269593,359205262.008458,719023699.2611349,True,3.0017070330228193,4049.19563259
13789000,1074483197.783836,354288378.15631557,720194819.6275202,True,3.032792674079089,4055.49102681
13790351,1066602461.7684041,349757073.9067084,716845387.8616956,True,3.0495522216454205,4039.20876687
13791701,1056543807.8971759,330844264.0104812,725699543.8866948,True,3.193477786466035,4080.32954728
13793052,1064225948.18993,328905146.62706566,735320801.5628644,True,3.2356621935035257,4129.24277653
13794402,1064127510.1126416,359557090.42353016,704570419.6891114,True,2.9595508987437364,3982.55
13795753,1070362242.0160818,359674394.22407436,710687847.7920074,True,2.975920052149318,4011.80715155
13797103,1081787099.444899,374397363.9532481,707389735.4916509,True,2.889408963840847,3996.40851863
13798454,1070809378.7512873,399962443.4792658,670846935.2720215,True,2.677274819696411,3827.95879752
13799804,1054155954.7288562,389359823.9358586,664796130.7929976,True,2.707408134904317,3804.40333528
13801155,1054884991.531671,393598912.30150807,661286079.230163,True,2.6801013889072918,3788.96640589
13802505,1008253373.5394183,342078685.32065874,666174688.2187597,True,2.94743115197107,3813.09433857
13803856,1031225382.2909135,373045951.00951344,658179431.2814001,True,2.764338761753817,3774.83273814
13805206,1042536652.6638207,385900148.5458812,656636504.1179396,True,2.701571006365833,3767.78
13806557,1003502324.0540782,321592815.9649195,681909508.0891588,True,3.1204127525147944,3885.94911723
13807907,1000950352.8260942,324509752.9695901,676440599.856504,True,3.0845000609885935,3859.16361521
13809257,1002909937.895507,322576347.3374205,680333590.5580864,True,3.1090622303018565,3881.33140284
13810608,1045364954.8945796,395173625.7464498,650191329.1481299,True,2.6453307781357447,3736.73083604
13811958,1137043179.067824,412539424.98490345,724503754.0829206,True,2.756204886622492,4082.11157594
13813309,1092276607.484784,375401655.40033007,716874952.0844538,True,2.9096211798000065,4047.80117551
13814659,1084622614.1798756,376203831.01311415,708418783.1667615,True,2.883071688182959,4007.40005989
13816010,1072660222.13497,356153231.07620716,716506991.0587628,True,3.0117941620062116,4045.41200749
13817360,1084582101.0535142,357608925.2714941,726973175.7820201,True,3.032872012996061,4094.73
13818711,1060341861.8655027,347391641.3368086,712950220.5286942,True,3.052295264748363,4027.91210546
13820061,1142557468.7769222,441406686.4474656,701150782.3294567,True,2.588446219454595,3972.63925445
13821412,1149992081.0688608,469082930.8406687,680909150.2281922,True,2.4515752022950363,3879.40207359
13822762,1125949412.5597763,455763575.912975,670185836.6468014,True,2.4704681814563627,3828.29070509
13824113,1096803757.3417835,422175020.1613166,674628737.180467,True,2.5979835493883217,3853.51763887
13825463,1105825744.640615,424369072.3790675,681456672.2615477,True,2.6058113482238796,3884.75696703
13826814,1099720463.621693,418937747.1984863,680782716.4232066,True,2.6250211898443756,3881.40632948
13828164,1089883785.180148,405981232.8297425,683902552.3504055,True,2.684566913557838,3894.77515051
13829515,1074046599.2960465,376572907.30480343,697473691.9912431,True,2.8521611046933284,3961.82
13830865,1070558846.7066065,376867038.51260054,693691808.194006,True,2.8406804981720692,3945.46
13832215,1085235038.4278336,385344688.92869854,699890349.4991349,True,2.8162709117515248,3975.74673288
13833566,1058604802.595533,350289861.16625184,708314941.4292811,True,3.0220823379558404,4018.65849635
13834916,1056563358.1728436,363054970.08974373,693508388.0830997,True,2.9102021600521573,3949.87673098
13836267,1106631724.1246235,414030615.58999455,692601108.534629,True,2.6728258308813007,3944.3
13837617,1118024191.1140835,432508765.24344873,685515425.8706347,True,2.5849746431954386,3911.5
13838968,1112544823.893429,422615738.2155231,689929085.6779058,True,2.632521042853496,3933.89816826
13840318,1098938175.844677,423923620.70151216,675014555.1431648,True,2.592302297348153,3864.80054275
13841669,1089263839.7395263,425426407.3408304,663837432.398696,True,2.56040485720686,3807.89
13843019,1054449182.1502981,389770162.8490257,664679019.3012725,True,2.70531016135971,3812.47463554
13844370,1054827113.2934644,372565750.02741706,682261363.2660474,True,2.8312508952200783,3898.86931197
13845720,1045249803.5428773,355578270.95287883,689671532.5899985,True,2.9395772715296027,3937.88
13847071,1061744866.8681246,358745798.37770104,702999068.4904234,True,2.9596022355369294,4009.59124073
13848421,1064699336.422411,358430890.2668026,706268446.1556083,True,2.970445252723303,4026.02185117
13849772,1063007874.3625475,361264365.5115654,701743508.8509822,True,2.9424653407409394,4001.73190863
13851122,1066982316.102045,360780668.5609812,706201647.541064,True,2.9574265172184457,4024.38514727
13852473,1074385298.6198106,359919755.5872472,714465543.0325633,True,2.9850689825759558,4068.02463735
13853823,1071239646.3530432,360253414.64020383,710986231.7128394,True,2.9735724987448715,4051.0850281
13855173,1061746486.3764476,367739248.87917876,694007237.4972688,True,2.8872264508412204,3957.91828612
13856524,1067437303.3199,367080317.23013943,700356986.0897605,True,2.9079121195448754,3989.61098743
13857874,1070146971.9124802,366761023.02185476,703385948.8906254,True,2.917831788926796,4007.23823197
13859225,1058116427.9091644,362271106.62683064,695845321.2823339,True,2.9207861420731858,3966.21026308
13860575,1052437529.207494,362895656.48313075,689541872.7243633,True,2.900110570092802,3932.50500092
13861926,1056892541.0664831,362353249.9209721,694539291.145511,True,2.916746410573073,3956.33
13863276,1083432460.799862,359319936.1749172,724112524.6249447,True,3.0152305834554256,4114.42138452
13864627,1081819703.7288074,376600050.0572815,705219653.671526,True,2.87259575128644,4107.97
13865977,1079734448.077297,418985959.2011707,660748488.8761262,True,2.5770182135360686,4097.60135469
13867328,1081935863.9462864,421187120.928444,660748743.0178425,True,2.568777178089683,4109.99104232
13868678,1074440986.194976,423828358.61549157,650612627.5794843,True,2.535085169158626,4065.43003054
13870029,1073544285.619063,426839539.0118223,646704746.6072407,True,2.5151003773090683,4060.28375293
13871379,1074105503.1629524,432391148.78126246,641714354.3816899,True,2.4841061298096085,4064.00618054
13872730,1071771779.1393278,436852789.47477263,634918989.6645552,True,2.4533934656292735,4051.05383167
13874080,1070077332.5947751,439565345.2244812,630511987.3702937,True,2.434398762823985,4040.58536669
13875431,1077573297.8264802,446838969.79889894,630734328.0275812,True,2.411547270175305,4096.24124649
13876781,1078122067.430529,451432675.99180144,626689391.4387279,True,2.3882233714293846,4124.34241048
13878132,1068959258.0969721,463932405.7817047,605026852.3152673,True,2.304127163300492,4083.20730229
13879482,1058530508.526466,464797439.3183218,593733069.2081441,True,2.2774017646889817,4025.28
13880832,1060163968.7485402,464666503.00375247,595497465.7447876,True,2.281558842514582,4034.27
13882183,1067153094.0874956,463760046.1784559,603393047.9090397,True,2.301088899057192,4075.63650854
13883533,1070020268.3014963,462429387.7883984,607590880.5130978,True,2.313910613291566,4098.12
13884884,1067316292.5309031,462791738.9910608,604524553.5398422,True,2.306256146355973,4081.86023206
13886234,1062993661.8475846,463272298.8428061,599721363.0047784,True,2.2945331816791215,4055.0574457
13887585,1059602078.7388283,454029647.87913424,605572430.8596941,True,2.333772879565128,4086.17986166
13888935,1064267985.88559,452278635.69941425,611989350.1861757,True,2.3531246047909846,4120.01082719
13890286,1054350907.489399,453541689.814012,600809217.6753869,True,2.3247056029662154,4062.21670738
13891636,1011934488.3026768,439649633.2631664,572284855.0395104,True,2.3016839131467006,3905.89
13892987,1014925226.3542701,439403093.75326127,575522132.6010089,True,2.309781703367302,3923.45588818
13894337,1011853116.7246155,439853923.42965066,571999193.2949648,True,2.30042989916958,3904.99223932
13895688,983256187.9026446,432260055.5299303,550996132.3727144,True,2.2746866737367606,3791.99
13897038,983699921.976636,430938174.24933577,552761747.7273003,True,2.2826938543798603,3801.68712529
13898389,984999797.8566716,430894603.44708925,554105194.4095824,True,2.285941364725452,3809.59328448
13899739,986533168.2551922,430868676.09814423,555664492.157048,True,2.2896377086146718,3818.98080464
13901090,981226829.3339937,431273465.15690565,549953364.177088,True,2.275184792500518,3786.29715838
13902440,970967190.2274258,431179680.8669443,539787509.3604816,True,2.2518853121166718,3732.59970057
13903790,955206154.0570105,428917290.4342835,526288863.62272704,True,2.2270171321138714,3657.62
13905141,956781966.7403445,428888086.1532229,527893880.58712167,True,2.2308429579424787,3666.85228942
13906491,953061781.1908873,415421988.76086396,537639792.4300233,True,2.2942015756886516,3719.03084251
13907842,957087586.2809821,415016351.2551681,542071235.025814,True,2.306144284162259,3743.74830135
13909192,953578024.8274692,415013213.80317104,538564811.0242982,True,2.297705213019372,3725.89
