snapped_at,price,market_cap,total_volume
2021-04-03 00:00:00 UTC,0.948517044537991,2263704737.2316623,615268021.5066019
2021-04-04 00:00:00 UTC,0.948517044537991,2263704737.2316623,615268021.5066019
2021-04-05 00:00:00 UTC,0.9737565498204915,2399245859.238845,144688974.78615487
2021-04-06 00:00:00 UTC,0.9457753628574683,2296568402.097091,191649815.25461647
2021-04-07 00:00:00 UTC,0.9393606434413531,2246301813.9610004,130615615.09582809
2021-04-08 00:00:00 UTC,0.825562255002322,1680692054.6479335,20468210.18630954
2021-04-09 00:00:00 UTC,0.7818395803206128,1585985799.7186737,6557164.869215936
2021-04-10 00:00:00 UTC,0.7854688529326233,1599081460.9204965,32457629.51153457
2021-04-11 00:00:00 UTC,0.8381399428736777,1699380259.0273504,4543627.786295125
2021-04-12 00:00:00 UTC,0.8012319426732666,1626719585.6701052,105449342.66227499
2021-04-13 00:00:00 UTC,0.7806029340687559,1586747818.6996813,3045961.963408511
2021-04-14 00:00:00 UTC,0.7643416420390361,1554238834.6635063,1162609.8334442328
2021-04-15 00:00:00 UTC,0.8089019996801112,1592806445.3086576,27574824.948052615
2021-04-16 00:00:00 UTC,0.8126042005310916,1659049995.183726,27686063.206674684
2021-04-17 00:00:00 UTC,0.7868609350517635,1599617865.0290291,14380355.363380574
2021-04-18 00:00:00 UTC,0.7541110844384422,1535223481.559356,19028392.44463175
2021-04-19 00:00:00 UTC,0.7407786661425534,1511924049.9667933,44160809.41931329
2021-04-20 00:00:00 UTC,0.7149081428626036,1455085171.579097,22632527.002400402
2021-04-21 00:00:00 UTC,0.826286252833072,1682909218.2801223,90951837.13478461
2021-04-22 00:00:00 UTC,0.8664905486522273,1754801112.5890121,54585827.92930606
2021-04-23 00:00:00 UTC,0.8673479016611952,1768803626.4137447,2794329.4582472066
2021-04-24 00:00:00 UTC,0.8663017986970981,1759871734.9751954,2972462.6123105153
2021-04-25 00:00:00 UTC,0.8400626018207571,1742849155.2310963,31368091.76448219
2021-04-26 00:00:00 UTC,0.8720526451178148,1765560671.4893947,23313091.337777417
2021-04-27 00:00:00 UTC,0.9009360873042579,1834521811.1870522,1570594.5655713785
2021-04-28 00:00:00 UTC,0.923630209873656,1875738032.7801492,95758155.32384145
2021-04-29 00:00:00 UTC,0.927882538899807,1889744634.3765779,3124337.4192623766
2021-04-30 00:00:00 UTC,0.9446412317191492,1068260358.5676554,65942493.669667214
2021-05-01 00:00:00 UTC,0.9513840386352491,974627176.5141958,54022308.997860275
2021-05-02 00:00:00 UTC,0.9550911813838927,980230585.0305142,4636915.829958398
2021-05-03 00:00:00 UTC,0.9553859009881769,979375599.0339446,18064911.533148974
2021-05-04 00:00:00 UTC,0.9718866443532379,996945533.6107367,4484914.170840471
2021-05-05 00:00:00 UTC,0.9698006085545873,998851816.0538833,8026671.619193245
2021-05-06 00:00:00 UTC,0.9972918486152288,1022081204.5946257,5498459.405656724
2021-05-07 00:00:00 UTC,0.9877618956721316,1014653978.0722234,20170968.779645666
2021-05-08 00:00:00 UTC,0.9784595299347921,1003622013.5448668,19395697.728150364
2021-05-09 00:00:00 UTC,1.0033833874351474,1028832652.973225,35758159.646385945
2021-05-10 00:00:00 UTC,0.9892187610197083,1016295530.9506354,23534897.22515694
2021-05-11 00:00:00 UTC,0.9833939737122039,1007328370.351704,36880554.29769272
2021-05-12 00:00:00 UTC,1.0117332796412222,1032064249.786478,24185985.236502677
2021-05-13 00:00:00 UTC,0.9672669408558228,1010212549.509911,36855243.860478714
2021-05-14 00:00:00 UTC,0.9728156988045802,992437162.9995658,62368815.929035686
2021-05-15 00:00:00 UTC,0.9958653646154861,1021568120.7274026,41292450.83521476
2021-05-16 00:00:00 UTC,0.9606482009753177,982954332.532614,37628206.68010047
2021-05-17 00:00:00 UTC,0.9672649433682288,982557000.701767,7830596.110141347
2021-05-18 00:00:00 UTC,0.9635694353870324,996042448.7679682,115904487.30511047
2021-05-19 00:00:00 UTC,0.9649648429685503,976884319.5503857,61688237.68832714
2021-05-20 00:00:00 UTC,0.9415098023860565,963192976.4497849,351712008.79375046
2021-05-21 00:00:00 UTC,0.970296613409015,997091021.7630079,343906405.30504274
2021-05-22 00:00:00 UTC,0.972856119880495,992090734.912891,361289990.6578258
2021-05-23 00:00:00 UTC,0.9633647518690885,988359010.8679632,182388463.2166338
2021-05-24 00:00:00 UTC,0.984660454531655,1008205095.2869858,424345162.7615678
2021-05-25 00:00:00 UTC,1.0046583749511415,1033473560.4548379,255931651.71779495
2021-05-26 00:00:00 UTC,0.9959395831908578,1020598138.3597813,270545635.04471785
2021-05-27 00:00:00 UTC,1.0036230476647596,1034124691.1608216,155533048.75676465
2021-05-28 00:00:00 UTC,1.0000186120385537,1027332698.2533937,100402847.75841321
2021-05-29 00:00:00 UTC,0.9933226380074435,1019637242.7892759,197122907.68979162
2021-05-30 00:00:00 UTC,0.9855991262145793,1015533729.6634806,144983288.44522825
2021-05-31 00:00:00 UTC,0.9903241713372545,1017604260.1140717,106300909.34813957
2021-06-01 00:00:00 UTC,1.0003275213109302,1026443882.3819731,137935113.6064598
2021-06-02 00:00:00 UTC,1.0003512456243149,1026286752.2249545,125505936.3119579
2021-06-03 00:00:00 UTC,0.9992749196747156,1026283854.297147,92076115.67221521
2021-06-04 00:00:00 UTC,1.0039452673897487,1031257801.3082548,108808465.69178458
2021-06-05 00:00:00 UTC,0.9977230633340098,1023473848.9165,127435479.06845573
2021-06-06 00:00:00 UTC,0.9971633485828586,1022943814.2778264,86520295.48032036
2021-06-07 00:00:00 UTC,0.9985186042187241,1026547327.0657889,37772631.425601356
2021-06-08 00:00:00 UTC,0.9935791386839484,1021852457.9909014,74838718.94929552
2021-06-09 00:00:00 UTC,0.9945858683876705,1021319612.1876843,114394084.0338295
2021-06-10 00:00:00 UTC,0.9980552061804001,1026419329.0211741,73437787.91223979
2021-06-11 00:00:00 UTC,0.9907878666944273,1018921216.4185219,40741372.09286827
2021-06-12 00:00:00 UTC,0.9920956380155115,496244799.4814206,54829366.909983166
2021-06-13 00:00:00 UTC,0.9956612436288467,489659805.0994773,45812139.58481036
2021-06-14 00:00:00 UTC,0.9989777937800837,478095818.4888155,50905156.97543999
2021-06-15 00:00:00 UTC,1.0080124401245296,477931042.8390095,52986748.398259476
2021-06-16 00:00:00 UTC,1.0019085783261945,469649203.8822084,43739939.32369345
2021-06-17 00:00:00 UTC,0.996753728538142,456067285.4733167,43513499.60319377
